trial	sample	tier	tier_name	status	blocked_by_tier	blocked_by_name	reason
trial1	pool2cellsRep2_S6	0	tissue_identity	FAIL			tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep2_S6	1	sort_validation	SUPPRESSED	0	tissue_identity	not evaluated -- tier 0 (tissue_identity) FAIL: tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep2_S6	2	population_id	SUPPRESSED	0	tissue_identity	not evaluated -- tier 0 (tissue_identity) FAIL: tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep2_S6	3	cluster_vr	SUPPRESSED	0	tissue_identity	suppressed by tier 0 (tissue_identity) FAIL: tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep2_S6	4	individual_vr	SUPPRESSED	0	tissue_identity	suppressed by tier 0 (tissue_identity) FAIL: tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep3_S7	0	tissue_identity	FAIL			tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep3_S7	1	sort_validation	SUPPRESSED	0	tissue_identity	not evaluated -- tier 0 (tissue_identity) FAIL: tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep3_S7	2	population_id	SUPPRESSED	0	tissue_identity	not evaluated -- tier 0 (tissue_identity) FAIL: tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep3_S7	3	cluster_vr	SUPPRESSED	0	tissue_identity	suppressed by tier 0 (tissue_identity) FAIL: tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial1	pool2cellsRep3_S7	4	individual_vr	SUPPRESSED	0	tissue_identity	suppressed by tier 0 (tissue_identity) FAIL: tissue_verdict=MOE -- the main-olfactory marker panel is above the tissue floor while the VNO-specific panel (Trpc2, Vmn1r*, Vmn2r*) is not. This is the WRONG TISSUE, not a failed VNO sort; Trpc2=0 is the expected value for main olfactory epithelium. No VR biology is reportable and the remedy is wet-lab (dissection / sort gate), not re-quantification.
trial2	nontarget100cells_S8	0	tissue_identity	PASS_WITH_CAVEAT			tissue_verdict=no_tissue_signal -- expected for a GFP- nontarget library: absence of the VNO-specific panel is the designed outcome, so tissue identity is not a gate for this sample. It serves as the sort-specificity control, not as VNO tissue evidence.
trial2	nontarget100cells_S8	1	sort_validation	PASS			nontarget Trpc2 0.24 CPM < 10
trial2	nontarget100cells_S8	2	population_id	PASS_WITH_CAVEAT			population_call=V1R_dominant; Gnai2:Gnao1 = infinity but the denominator has too few raw reads for the ratio MAGNITUDE to be quotable (Poisson-unstable). The direction of the call stands; the number does not. Gnao1 = 0 CPM; ratio reported as infinity (Gnai2 = 165.4 CPM). Not a division error -- V2R marker genuinely absent.
trial2	nontarget100cells_S8	3	cluster_vr	PASS			0 cluster(s) called; cluster-level aggregation is the reliable readout at 75bp
trial2	nontarget100cells_S8	4	individual_vr	NO_DATA			the quantification track nominated no candidate for nontarget100cells_S8 (evidence_type = no_cluster_above_signal_threshold). No individual receptor is named; the cluster-level result is the statement that stands.
trial2	target100cellsRep1_S6	0	tissue_identity	PASS_WITH_CAVEAT			tissue_verdict=VNO_dominant_mixed -- VNO dominant with a real minor MOE component; treat as a sort-purity note, not a tissue failure
trial2	target100cellsRep1_S6	1	sort_validation	PASS			target Trpc2 1293.0 CPM > 1000
trial2	target100cellsRep1_S6	2	population_id	PASS_WITH_CAVEAT			population_call=V1R_dominant; Gnai2:Gnao1 = 422.7:1 but the denominator has too few raw reads for the ratio MAGNITUDE to be quotable (Poisson-unstable). The direction of the call stands; the number does not. Gnai2:Gnao1 = 422.71 (thresholds >2 V1R, <0.5 V2R) -- LOW SUPPORT: only 7 raw Gnao1 reads, so the ratio magnitude is Poisson-unstable (+/-1 read shifts it by ~14%); the direction of the call is robust, the exact ratio is not.
trial2	target100cellsRep1_S6	3	cluster_vr	PASS			7 cluster(s) called; cluster-level aggregation is the reliable readout at 75bp
trial2	target100cellsRep1_S6	4	individual_vr	PASS_WITH_CAVEAT			11 tentative candidate(s) across 5 cluster(s); 0 marker contradiction(s); no identity confirmed
trial2	target100cellsRep2_S7	0	tissue_identity	PASS_WITH_CAVEAT			tissue_verdict=VNO_dominant_mixed -- VNO dominant with a real minor MOE component; treat as a sort-purity note, not a tissue failure
trial2	target100cellsRep2_S7	1	sort_validation	PASS			target Trpc2 1476.1 CPM > 1000
trial2	target100cellsRep2_S7	2	population_id	PASS			population_call=V1R_dominant; Gnai2:Gnao1 = 11.3:1. Gnai2:Gnao1 = 11.34 (thresholds >2 V1R, <0.5 V2R)
trial2	target100cellsRep2_S7	3	cluster_vr	PASS			9 cluster(s) called; cluster-level aggregation is the reliable readout at 75bp
trial2	target100cellsRep2_S7	4	individual_vr	PASS_WITH_CAVEAT			9 tentative candidate(s) across 3 cluster(s); 0 marker contradiction(s); no identity confirmed
trial2	target2cellsRep1_S3	0	tissue_identity	PASS			tissue_verdict=VNO -- VNO-specific panel establishes vomeronasal identity
trial2	target2cellsRep1_S3	1	sort_validation	PASS			target Trpc2 1029.2 CPM > 1000
trial2	target2cellsRep1_S3	2	population_id	PASS_WITH_CAVEAT			population_call=V1R_dominant; Gnai2:Gnao1 = infinity but the denominator has too few raw reads for the ratio MAGNITUDE to be quotable (Poisson-unstable). The direction of the call stands; the number does not. Gnao1 = 0 CPM; ratio reported as infinity (Gnai2 = 3602.2 CPM). Not a division error -- V2R marker genuinely absent.
trial2	target2cellsRep1_S3	3	cluster_vr	PASS			2 cluster(s) called; cluster-level aggregation is the reliable readout at 75bp
trial2	target2cellsRep1_S3	4	individual_vr	PASS_WITH_CAVEAT			5 tentative candidate(s) across 2 cluster(s); 0 marker contradiction(s); no identity confirmed
trial2	target2cellsRep2_S4	0	tissue_identity	PASS			tissue_verdict=VNO -- VNO-specific panel establishes vomeronasal identity
trial2	target2cellsRep2_S4	1	sort_validation	FAIL			library_status=FAILED -- target sample with actin sum 0.9 CPM < 100 AND Trpc2 0.16 CPM < 10: empty/failed library, no biology may be reported Every CPM in this sample is a ratio taken against a near-empty or failed library, so no downstream number is interpretable however large it looks.
trial2	target2cellsRep2_S4	2	population_id	SUPPRESSED	1	sort_validation	not evaluated -- tier 1 (sort_validation) FAIL: library_status=FAILED -- target sample with actin sum 0.9 CPM < 100 AND Trpc2 0.16 CPM < 10: empty/failed library, no biology may be reported Every CPM in this sample is a ratio taken against a near-empty or failed library, so no downstream number is interpretable however large it looks.
trial2	target2cellsRep2_S4	3	cluster_vr	SUPPRESSED	1	sort_validation	suppressed by tier 1 (sort_validation) FAIL: library_status=FAILED -- target sample with actin sum 0.9 CPM < 100 AND Trpc2 0.16 CPM < 10: empty/failed library, no biology may be reported Every CPM in this sample is a ratio taken against a near-empty or failed library, so no downstream number is interpretable however large it looks.
trial2	target2cellsRep2_S4	4	individual_vr	SUPPRESSED	1	sort_validation	suppressed by tier 1 (sort_validation) FAIL: library_status=FAILED -- target sample with actin sum 0.9 CPM < 100 AND Trpc2 0.16 CPM < 10: empty/failed library, no biology may be reported Every CPM in this sample is a ratio taken against a near-empty or failed library, so no downstream number is interpretable however large it looks.
trial2	target2cellsRep3_S5	0	tissue_identity	FAIL			tissue_verdict=no_tissue_signal -- both marker panels sit below the absolute CPM floor, so this target library carries no tissue information either way. VNO identity is UNCONFIRMED (this is not positive evidence of the wrong tissue), and an unconfirmed tissue cannot support a receptor call.
trial2	target2cellsRep3_S5	1	sort_validation	SUPPRESSED	0	tissue_identity	not evaluated -- tier 0 (tissue_identity) FAIL: tissue_verdict=no_tissue_signal -- both marker panels sit below the absolute CPM floor, so this target library carries no tissue information either way. VNO identity is UNCONFIRMED (this is not positive evidence of the wrong tissue), and an unconfirmed tissue cannot support a receptor call.
trial2	target2cellsRep3_S5	2	population_id	SUPPRESSED	0	tissue_identity	not evaluated -- tier 0 (tissue_identity) FAIL: tissue_verdict=no_tissue_signal -- both marker panels sit below the absolute CPM floor, so this target library carries no tissue information either way. VNO identity is UNCONFIRMED (this is not positive evidence of the wrong tissue), and an unconfirmed tissue cannot support a receptor call.
trial2	target2cellsRep3_S5	3	cluster_vr	SUPPRESSED	0	tissue_identity	suppressed by tier 0 (tissue_identity) FAIL: tissue_verdict=no_tissue_signal -- both marker panels sit below the absolute CPM floor, so this target library carries no tissue information either way. VNO identity is UNCONFIRMED (this is not positive evidence of the wrong tissue), and an unconfirmed tissue cannot support a receptor call.
trial2	target2cellsRep3_S5	4	individual_vr	SUPPRESSED	0	tissue_identity	suppressed by tier 0 (tissue_identity) FAIL: tissue_verdict=no_tissue_signal -- both marker panels sit below the absolute CPM floor, so this target library carries no tissue information either way. VNO identity is UNCONFIRMED (this is not positive evidence of the wrong tissue), and an unconfirmed tissue cannot support a receptor call.
